0.5518895028,0.1878453039,0.5454545455,0.4025641026,0.5777511962,0.1023965142,0.7134328358,0.1898148148,0.9174832388,0.4444444444,0.4783783784,0.2342857143,0.722826087,0.625,0.7840690979,0.5,0.7173913043,0.7603305785,0.241025641,0.7291381669,0.2222222222,0.6893542757
0.4222320442,0.1325966851,0.3636363636,0.4051282051,0.4138755981,0.1045751634,0.7656716418,0.1898148148,0.308406395,0.3333333333,0.3972972973,0.1657142857,0.5692934783,0.25,0.2749520154,0.4,0.4619565217,0.5013774105,0.3846153846,0.7332421341,0.1666666667,0.4006980803
0.6452154696,0.1049723757,0.4545454545,0.3179487179,0.4796650718,0.1111111111,0.7641791045,0.212962963,0.6260959257,0.4444444444,0.4027027027,0.2057142857,0.6277173913,0.4583333333,0.6156429942,0.5,0.75,1,0.2615384615,0.7414500684,0.3333333333,0.6073298429
0.746519337,0.0773480663,0.4545454545,0.3307692308,0.4868421053,0.1263616558,0.6134328358,0.2361111111,0.4920061888,0.3333333333,0.2837837838,0.2171428571,0.7065217391,0.375,0.457293666,0.4,0.5,0.6060606061,0.1076923077,0.8864569083,0.2222222222,0.4593368237
0.6434254144,0.06077348066,0.09090909091,0.5179487179,0.4090909091,0.1677559913,0.6462686567,0.3055555556,0.4548736462,0,0.5837837838,0.16,0.5095108696,0.4583333333,0.410268714,0.1,0.6086956522,0.4655647383,0.2102564103,0.6771545828,0.2777777778,0.4792321117
0.604839779,0.06077348066,0.2727272727,0.4384615385,0.4078947368,0.1350762527,0.6492537313,0.2361111111,0.48942754,0.3333333333,0.5594594595,0.1942857143,0.6807065217,0.3333333333,0.4793666027,0.3,0.7934782609,0.6749311295,0.2717948718,0.8276333789,0.2222222222,0.5532286213
0.6836022099,0.1602209945,0.2727272727,0.3435897436,0.3899521531,0.1263616558,0.5850746269,0.3055555556,0.4847859722,0.1111111111,0.4324324324,0.2057142857,0.5190217391,0.375,0.3968330134,0.2,0.8097826087,0.7603305785,0.2,0.5759233926,0.2222222222,0.5068062827
0.8312707182,0.06077348066,0.3636363636,0.2769230769,0.3588516746,0.1111111111,0.8388059701,0.1666666667,0.6214543579,0.2222222222,0.3216216216,0.1142857143,0.7038043478,0.2083333333,0.6381957774,0.2,0.5543478261,0.5564738292,0.2205128205,0.7455540356,0.1666666667,0.6404886562
0.7572154696,0.1602209945,0.4545454545,0.2743589744,0.3397129187,0.2287581699,0.471641791,0.2592592593,0.6580711707,0.3333333333,0.5216216216,0.2914285714,0.4008152174,0.4583333333,0.7216890595,0.4,0.5163043478,0.5564738292,0.3025641026,0.6621067031,0.3333333333,0.6509598604
0.6804640884,0.04972375691,0.2727272727,0.3358974359,0.3397129187,0.07625272331,0.7641791045,0.1435185185,0.3037648272,0.4444444444,0.3864864865,0.24,0.7092391304,0.4166666667,0.3526871401,0.5,0.6630434783,0.5564738292,0.2205128205,0.7455540356,0.1666666667,0.4677137871
